product_name,brand,regular_price,discount,sales_price,rating,review_count,url,ingredients,main_ingredients,ing_source,crawled_at
[4월올영픽/자극도ZERO]아이오페 레티놀 슈퍼 바운스 세럼 20ml 기획 (+15ml),아이오페,33000,29%,23500,4.8,"5,156",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250344&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=13,"정제수, 부틸렌글라이콜, 스쿠알란, 메틸트라이메티콘, 글리세린, 비스-하이드록시에톡시프로필다이메티콘, 1,2-헥산다이올, 락토바실러스발효용해물, C14-22알코올, 시어버터, 팔미틱애씨드, 해바라기씨오일, 스테아릭애씨드, 글리세릴스테아레이트, 피이지-100스테아레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 다이메틸아이소소바이드, C12-20알킬글루코사이드, 돌콩오일, 카보머, 만니톨, 당근추출물, 글리세릴카프릴레이트, 트로메타민, 다이소듐이디티에이, 코질메틸렌다이옥시신나메이트, 에틸헥실글리세린, 펜틸렌글라이콜, 잔탄검, 마데카소사이드, 하이드록시피나콜론레티노에이트, 솔비탄아이소스테아레이트, 레티놀, 트레할로오스, 베타-카로틴, 토코페롤, 비에이치티, 아라비아고무나무검, 아세틸테트라펩타이드-11, 하이드로제네이티드포스파티딜콜린, 편백잎추출물, 데카펩타이드-4, 소듐올리에이트, 프로필렌글라이콜알지네이트, 벼에스에이치-올리고펩타이드-1 * 레티놀 함량 509 IU/g",,html,2026-04-29T16:33:20+09:00
[포켓몬에디션/0501부터판매/3일 집중진정]브링그린 징크테카 트러블 세럼 (대용량기획),브링그린,56100,47%,29800,4.7,"19,664",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200646&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=14,"정제수, 에톡시다이글라이콜, 메틸프로판다이올, 메틸글루세스-20, 1,2-헥산다이올, 나이아신아마이드, 병풀추출물, 티트리추출물, 티트리잎추출물, 티트리꽃/잎/줄기추출물, 몰로키아잎추출물**, 신선초추출물**, 연꽃뿌리추출물**, 오크라열매추출물**, 참마뿌리추출물**, 하이드로제네이티드레시틴, 티트리잎수, 티트리잎오일, 옥틸도데칸올, 옥틸도데세스-16, 아시아티코사이드*(4,800ppm), 마데카식애씨드*(3,600ppm), 글라이코리피드, 아시아틱애씨드*(3,600ppm), C12-13알케스-9, 카보머, 트로메타민, 피브이피, 소듐폴리아크릴레이트, 다이소듐이디티에이, 4-터피네올, 징크피씨에이(1ppm), 에틸헥실글리세린",,html,2026-04-29T16:33:20+09:00
[영훈PICK/트러블1등] 셀라딕스 트러블 세범 리밸런싱 RX 131 앰플 30ml,셀라딕스,28900,12%,25400,4.7,"4,478",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224494&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=15,"정제수,다이프로필렌글라이콜,부틸렌글라이콜,글리세레스-26,나이아신아마이드,글리세린,베타인,피토스테롤,세라마이드엔피,스쿠알란,라우릭애씨드,아라키딕애씨드,베헤닉애씨드,베타-글루칸,참오동나무잎추출물,육계나무껍질추출물,생달나무잎추출물,녹나무잎추출물,월계수잎추출물,고수추출물,유칼립투스잎추출물,황금추출물,후박나무가지추출물,1,2-헥산다이올,폴리글리세릴-10라우레이트,폴리글리세릴-10미리스테이트,하이드록시아세토페논,판테놀,아데노신,다이소듐이디티에이,소듐하이알루로네이트,잔탄검,소듐폴리아크릴레이트,에틸헥실글리세린,베르가모트오일,라반딘오일,오렌지껍질오일,라벤더오일,발삼아미리스껍질오일,바질오일,리모넨,리날룰",,html,2026-04-29T16:33:20+09:00
[4월 올영픽] 에스트라 아토베리어365 하이드로에센스 200ml (+크림 10ml+앰플 10ml),에스트라,32000,25%,24000,4.8,"13,011",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222837&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=16,"정제수, 부틸렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카보머, 트로메타민, 글리세릴카프릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 낫토검, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이, 만니톨, 피씨에이, 락틱애씨드, 글루코오스, 글라이신, 우레아, 소듐글리세로포스페이트, 세린, 글루타믹애씨드, 토코페롤, 아크릴레이트/암모늄메타크릴레이트코폴리머, 포타슘마그네슘아스파테이트, 아스파틱애씨드, 류신, 소듐클로라이드, 알라닌, 라이신, 알지닌, 칼슘글루코네이트, 마그네슘글루코네이트, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 아이소류신, 시트릭애씨드, 콜레스테롤, 히스티딘, 실리카, 아세틸글루코사민, 크레아틴, 우릭애씨드, 시스테인, 메티오닌",,html,2026-04-29T16:33:20+09:00
[품절대란/수부지 화잘먹 세럼] 믹순 히알레배 포어 버블 세럼 70ml,믹순,14900,34%,9900,4.9,"6,222",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238406&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=17,"정제수, 1,2-헥산다이올, 나이아신아마이드, 프로판다이올, 트레할로오스, 판테놀, 폴리글루타믹애씨드, 코코-글루코사이드, 알란토인, 버지니아풍년화수, 소듐시트레이트, 에틸헥실글리세린, 다이포타슘글리시리제이트, 아데노신, 글리세린, 시트릭애씨드, 부틸렌글라이콜, 소듐파이테이트, 하이드록시에틸셀룰로오스, 바실러스발효물, 병풀캘러스세포외소포, 풀루란, 소듐하이알루로네이트(1,000ppb), 메틸프로판다이올, 폴리글리세릴-4카프레이트, 글라이신, 글루코노락톤, 카프릴로일살리실릭애씨드, 트로메타민, 글루타믹애씨드, 알지닌, 벤질글라이콜, 세틸에틸헥사노에이트, 소듐하이알루로네이트크로스폴리머(1ppb), 세테아릴올리베이트, 솔비탄올리베이트",,html,2026-04-29T16:33:20+09:00
[4월 올영픽/물광리프팅] 성분에디터 실크펩타이드 EGF 하트핏 볼륨 리프팅 앰플 40ml 더블기획,성분에디터,43000,47%,22900,4.8,"2,286",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235179&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=18,"실크수(69.9 %), 부틸렌글라이콜, 정제수, 글리세린, 메틸프로판다이올, 1,2-헥산다이올, 나이아신아마이드, 카보머, 트로메타민, 피피지-13-데실테트라데세스-24, 프로판다이올, 아데노신, 아이리쉬모스가루,아가, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 합성플루오르플로고파이트, 돌콩펩타이드(100 ppm), 베타인, 판테놀, 티타늄디옥사이드, 적색산화철,마이카, 젤란검, 마그네슘아스코빌포스페이트, 병풀추출물, 하이드롤라이즈드콜라겐, 약모밀추출물, 틴옥사이드, 에틸헥실글리세린, 스쿠알란, 하이드로제네이티드폴리아이소부텐, 벤질글라이콜, 레시틴, 하이드롤라이즈드글라이코사미노글리칸, 소듐하이알루로네이트, 카프릴릴글라이콜, 하이드로제네이티드레시틴, 에스에이치-폴리펩타이드-121(204 ppb), 카프릴릭/카프릭트라이글리세라이드, 소듐팔미토일사코시네이트, 토코페롤,카페오일헥사펩타이드-65(104 ppb), 소듐하이알루로네이트크로스폴리머, 아세틸글루타민, 헵타소듐헥사카복시메틸다이펩타이드-12(54 ppb),하이드롤라이즈드하이알루로닉애씨드, 바실러스/폴릭애씨드/돌콩발효추출물, 금, 소듐포스페이트, 콜라겐, 미리스토일펜타펩타이드-17(14 ppb),미리스토일펜타펩타이드-4(14 ppb), 에스에이치-폴리펩타이드-123(14 ppb), 하이드록시프로필트라이모늄하이알루로네이트, 덱스트란, 벤조익애씨드, 소듐벤조에이트, 하이드롤라이즈드엘라스틴, 팔미토일펜타펩타이드-5(9 ppb), 아세틸테트라펩타이드-3(7 ppb), 카퍼트라이펩타이드-1(6 ppb), 팔미토일펜타펩타이드-4(5 ppb), 아세틸헥사펩타이드-8(5 ppb), 팔미토일테트라펩타이드-7(4 ppb), 에스에이치-데카펩타이드-7 (4 ppb), 에스에이치-옥타펩타이드-4(4 ppb), 에스에이치-올리고펩타이드-9(4 ppb), 에스에이치-펜타펩타이드-19(4 ppb), 팔미토일트라이펩타이드-1(4 ppb), 트라이펩타이드-32(4 ppb), 에스알-(올리고펩타이드-91클로스트리듐보툴리눔폴리펩타이드-1)(4 ppb), 에스에이치-올리고펩타이드-1(4 ppb), 에스에이치-폴리펩타이드-1(4 ppb), 에스에이치-올리고펩타이드-2(4 ppb), 에스에이치-폴리펩타이드-11(4 ppb), 에스에이치-폴리펩타이드-9(4 ppb), 에스에이치-폴리펩타이드-16(4 ppb), 에스에이치-폴리펩타이드-22(4 ppb), 에스에이치-폴리펩타이드-3(4 ppb),에스에이치-폴리펩타이드-19(4 ppb), 에스에이치-폴리펩타이드-62(4 ppb), 붉은토끼풀꽃추출물, 하이알루로닉애씨드, 지모뿌리추출물, 소듐아세틸레이티드하이알루로네이트",,html,2026-04-29T16:33:20+09:00
[속건조필수템] 웰라쥬 리얼 히알루로닉 블루 100 앰플 100ml 기획 (+원데이키트2ea),웰라쥬,30000,25%,22500,4.8,"5,643",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231884&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=19,"[웰라쥬 리얼 히알루로닉 블루 100 앰플] 정제수, 프로판다이올, 펜틸렌글라이콜, 글리세린, 1,2-헥산다이올, 판테놀, 메틸프로판다이올, 소듐아크릴릭애씨드/엠에이코폴리머, 부틸렌글라이콜, 참마뿌리추출물, 잔탄검, 소듐시트레이트, 에틸헥실글리세린, 소듐하이알루로네이트(1,000ppm), 글라이코실트레할로오스, 하이드로제네이티드스타치하이드롤리세이트, 시트릭애씨드, 라피노오스, 아데노신, 레시틴, 트라이소듐에틸렌다이아민다이석시네이트, 카프릴릴글라이콜, 사카라이드아이소머레이트, 폴리쿼터늄-51, 말라카이트추출물, 알지닌, 소듐디엔에이, 갈랑가갈랑갈추출물, 바이오사카라이드검-1, 사이아노코발아민, 토코페롤, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드레시틴, 하이드롤라이즈드하이알루로닉애씨드(0.100052ppm) 하이드롤라이즈드소듐하이알루로네이트(0.1ppm), 수크로오스라우레이트, 소듐스테아로일글루타메이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 글라이신, 세린, 히스티딘, 돌콩추출물, 라이소레시틴, 플로레틴, 테트라하이드로피페린, 다이메틸아이소소바이드, 소듐하이알루로네이트크로스폴리머(2.08ppb), 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸, 올레일알코올, 베타-글루칸, 하이드록시프로필트라이모늄하이알루로네이트(0.012ppb), 하이알루로닉애씨드(0.001ppb), 소듐아세틸레이티드하이알루로네이트(0.0002ppb) [웰라쥬 리얼 히알루로닉 원데이 키트] 1)웰라쥬 리얼 에이치에이 하이드레이트 캡슐 소듐하이알루로네이트(90.95%), 알진, 하이드록시프로필사이클로덱스트린 2)웰라쥬 리얼 에이치에이 하이드레이트 솔루션 정제수, 프로판다이올, 다이프로필렌글라이콜, 메틸프로판다이올, 글리세린, 글리세레스-26, 1,2-헥산다이올, 펜틸렌글라이콜, C12-14파레스-12, 소듐시트레이트, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 에틸헥실글리세린, 시트릭애씨드, 아데노신, 아이비고드열매추출물, 다이소듐이디티에이, 라벤더오일, 소듐하이알루로네이트(100ppm), 가지열매추출물, 알로에베라꽃추출물, 카프릴릭/카프릭트라이글리세라이드, 홀리바질잎추출물, 글라이코실트레할로오스, 멕시칸치아씨추출물, 병풀추출물, 약모밀추출물, 울금뿌리추출물, 참산호말추출물, 아세틸글루타민, 하이드로제네이티드레시틴, 소듐스테아로일글루타메이트, 수크로오스라우레이트, 세린, 글라이신, 알지닌, 히스티딘, 소듐피씨에이, 올레익애씨드, 리솔레시틴, 토코페롤, 세라마이드엔피, 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸(28ppb), 소듐하이알루로네이트크로스폴리머(5ppb), 하이드롤라이즈드하이알루로닉애씨드(2.6ppb), 하이드록시프로필트라이모늄하이알루로네이트(0.6ppb), 하이알루로닉애씨드(0.05ppb), 소듐아세틸레이티드하이알루로네이트(0.01ppb), 리날룰",,html,2026-04-29T16:33:20+09:00
[4월 올영픽] 바이오더마 하이드라비오 에센스로션 200ml 기획 (+스트레치 화장솜),바이오더마,35000,26%,25900,4.8,"7,449",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000251229&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=20,"정제수, 메틸프로판다이올, 나이아신아마이드, 피피지-26-부테스-26, 피이지-40하이드로제네이티드캐스터오일, 소듐피씨에이, 다이소듐이디티에이, 살리실릭애씨드, 하이드록시에틸셀룰로오스, 만니톨, 소듐시트레이트, 토코페릴아세테이트, 자일리톨, 헥실데칸올, 세트리모늄브로마이드, 향료, 벤조트라이아졸릴도데실p-크레솔, 람노오스, 소듐하이드록사이드, 사과씨추출물, 유채스테롤, 토코페롤",,html,2026-04-29T16:33:20+09:00
[흔적미백] 넘버즈인 5번 글루타치온C 흔적 앰플 30ml+30ml 듀오기획,넘버즈인,46000,35%,29900,4.7,"17,547",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189837&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=21,"정제수, 부틸렌글라이콜, 나이아신아마이드(50,000 ppm), 판테놀(50,000 ppm), 트라넥사믹애씨드(40,000 ppm), 1,2-헥산다이올, 네오펜틸글라이콜다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 솔비톨, 월귤추출물, 아이리쉬모스추출물, 시어버터, 사탕수수추출물, 알파-알부틴, 비피다발효용해물, 소듐하이알루로네이트, 인도멀구슬나무꽃추출물, 홀리바질잎추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 참산호말추출물, 흰목이버섯추출물, 펜틸렌글라이콜, 글리세린, 3-O-에틸아스코빅애씨드(2,000 ppm), 비사보롤, 트로메타민, 에틸헥실글리세린, 아데노신, 하이드로제네이티드레시틴, 알란토인, 글루타티온(100 ppm), 세라마이드엔피, 베타-글루칸, 다이포타슘글리시리제이트, 토코페롤, 아스코빅애씨드(1 ppb), 아스코빌글루코사이드(1 ppb), 토코페릴아세테이트, 하이드록시프로필사이클로덱스트린, 유비퀴논, 티옥틱애씨드, 포타슘하이드록사이드, 베헤닐알코올, 카보머, 잔탄검, 다이소듐이디티에이",,html,2026-04-29T16:33:20+09:00
아누아 TXA 나이아신 흔적 세럼 30ml,아누아,32000,33%,21500,4.6,"1,071",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208708&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=22,"정제수, 글리세린, 나이아신아마이드, 트라넥사믹애씨드, 부틸렌글라이콜, 다이에톡시에틸석시네이트, 1,2-헥산다이올, 알부틴, 소듐하이알루로네이트, 알파-알부틴, 아이비고드열매추출물, 한련초추출물, 퀸즈랜드넛오일, 올리브오일, 호호바씨오일, 포도씨오일, 카카오추출물, 하이드롤라이즈드하이알루로닉애씨드, 편백잎추출물, 복사나무꽃추출물, 녹차씨오일, 효모발효추출물, 병풀추출물, 쑥잎추출물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 하이알루로닉애씨드, 펜틸렌글라이콜, 베타인살리실레이트, 수크로오스팔미테이트, 하이드로제네이티드레시틴, 젤란검, 소듐파이테이트, 셀룰로오스, 카프릴릭/카프릭트라이글리세라이드, 판테놀, 사이아노코발아민, 폴리글루타믹애씨드, 3-O-에틸아스코빅애씨드, 세라마이드엔피, 덱스트린, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 다이메틸실란올하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐하이알루로네이트다이메틸실란올, 소듐아세틸레이티드하이알루로네이트, 잔탄검",,html,2026-04-29T16:33:20+09:00
[트러블1등/단독기획] 파티온 노스카나인 트러블 세럼 50ml 기획(+15ml+마스크 1매),파티온,38000,27%,27900,4.9,"81,969",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219717&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=23,"정제수, 글리세린, 다이프로필렌글라이콜, 판테놀, 1,2-헥산다이올, 펜틸렌글라이콜, 소듐하이알루로네이트, 다이에톡시에틸석시네이트, 하이드록시에틸우레아, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 알란토인, 하이드록시아세토페논, 에틸헥실글리세린, 폴리글리세릴-10라우레이트, 석시닉애씨드, 잔탄검, 소듐헤파린, 쑥잎추출물, 병풀추출물, 사과추출물, 토코페롤, 카프릴릴/카프릴글루코사이드, 하이드로제네이티드레시틴, 세라마이드엔피",,html,2026-04-29T16:33:20+09:00
[1+1+역대급증정/4월올영픽/속보습세럼] 에스네이처 아쿠아 스쿠알란 세럼 50ml 리필기획(+50ml리필+하트거울),에스네이처,35000,38%,21700,4.8,"5,334",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250476&dispCatNo=100000100010014&trackingCd=Cat100000100010014_Small&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=24,"정제수, 글리세린, 부틸렌글라이콜, 메틸프로판다이올, 1,2-헥산다이올, 베타인, 다시마추출물, 한련초잎추출물, 버지니아풍년화추출물, 소듐하이알루로네이트, 하이드로제네이티드레시틴, 판테놀, 알란토인, 프룩토올리고사카라이드, 베타-글루칸, 하이드롤라이즈드하이알루로닉애씨드, 스쿠알란, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 다이프로필렌글라이콜, 토코페롤, 에틸헥실글리세린, 카보머, 트로메타민, 잔탄검, 다이소듐이디티에이",,html,2026-04-29T16:33:20+09:00
